index,filename,source_filename,original_format,arkid,source,owner,license,original_url,family,standardized_species
2379,ark-_65665_m373f3c9253204472bb31d310b3f1be4ff.jpg,ark-_65665_m373f3c9253204472bb31d310b3f1be4ff.jpg,jpg,qx24gt7q,iDigBio,usnm,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/qx24gt7q.jpg,cyprinidae,gila robusta
2380,m33cb3c19a-c0a0-44a1-a04a-393341c5d4ea.jpg,m33cb3c19a-c0a0-44a1-a04a-393341c5d4ea.jpg,jpg,9931zp4w,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/9931zp4w.jpg,nemipteridae,nemipterus peronii
2381,e0af8d5a-54fa-4774-9b1c-91774b0054bc.jpg,e0af8d5a-54fa-4774-9b1c-91774b0054bc.jpg,jpg,qq62dx0x,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/qq62dx0x.jpg,serranidae,epinephelus morio
2382,m3e2a1fb44-bec7-4c70-ada6-6e62e891353a.jpg,m3e2a1fb44-bec7-4c70-ada6-6e62e891353a.jpg,jpg,7h338g0r,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/7h338g0r.jpg,mugilidae,moolgarda engeli
2383,ark-_65665_m3212a2f0822a24edc8278942b8c90a18d.jpg,ark-_65665_m3212a2f0822a24edc8278942b8c90a18d.jpg,jpg,k4669m4n,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/k4669m4n.jpg,labridae,xenojulis margaritaceus
2384,ark-_65665_m3267640f6a7d444719c8ad1472b544497.jpg,ark-_65665_m3267640f6a7d444719c8ad1472b544497.jpg,jpg,v1646h2c,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/v1646h2c.jpg,scorpaenidae,scorpaenopsis possi
2385,ark-_65665_m310522af65cb34c7689f368c178aab3cc.jpg,ark-_65665_m310522af65cb34c7689f368c178aab3cc.jpg,jpg,kt434600,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/kt434600.jpg,blenniidae,entomacrodus striatus
2386,m323701a61-219a-4a8a-a532-971adec2674b.jpg,m323701a61-219a-4a8a-a532-971adec2674b.jpg,jpg,7r50tx0c,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/7r50tx0c.jpg,blenniidae,istiblennius zebra
2387,b8bd5151-3127-4d57-a381-168b441d6478.jpg,b8bd5151-3127-4d57-a381-168b441d6478.jpg,jpg,9b41ft04,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/9b41ft04.jpg,nemacheilidae,nemacheilus binotatus
2388,ark-_65665_m376cb162d8c9c402f9011f2bbfef6d6e2.jpg,ark-_65665_m376cb162d8c9c402f9011f2bbfef6d6e2.jpg,jpg,w122vg8z,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/w122vg8z.jpg,ostraciidae,ostracion cubicus
2389,BMNH_1905-3-17-30-1_01_03-S.jpg,BMNH_1905-3-17-30-1_01_03-S.jpg,jpg,fh15xf68,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/fh15xf68.jpg,kyphosidae,kyphosus bigibbus
2390,ark-_65665_m33075da76700f44628c1501b67336246c.jpg,ark-_65665_m33075da76700f44628c1501b67336246c.jpg,jpg,0j16xq84,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/0j16xq84.jpg,blenniidae,entomacrodus macrospilus
2391,ark-_65665_m386254e74244d4b9aa7619a3518caae35.jpg,ark-_65665_m386254e74244d4b9aa7619a3518caae35.jpg,jpg,gh631v2b,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/gh631v2b.jpg,blenniidae,alticus saliens
2392,BMNH 1874.1.30.27-31 Barbus fritschii a-S.jpg,BMNH 1874.1.30.27-31 Barbus fritschii a-S.jpg,jpg,tm70r475,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/tm70r475.jpg,cyprinidae,carasobarbus fritschii
2393,ark-_65665_m358c0bdd34da34d00b7b85c92128a43e2.jpg,ark-_65665_m358c0bdd34da34d00b7b85c92128a43e2.jpg,jpg,6r005g8g,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/6r005g8g.jpg,gobiidae,amblyeleotris sungami
2394,m3a1156b6f-927f-4f55-9332-a815ca6167df.jpg,m3a1156b6f-927f-4f55-9332-a815ca6167df.jpg,jpg,mf13mk3p,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/mf13mk3p.jpg,chaetodontidae,chaetodon kleinii
2395,cfbc035e-e96a-4b85-9ad2-60b0cc880fa7.jpg,cfbc035e-e96a-4b85-9ad2-60b0cc880fa7.jpg,jpg,pf317p9q,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/pf317p9q.jpg,cyprinidae,parachela oxygastroides
2396,IMG_7090-S.jpg,IMG_7090-S.jpg,jpg,ks79qr8t,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/ks79qr8t.jpg,cichlidae,copadichromis verduyni
2397,ark-_65665_m36465eaeb8d9b4dd89356813eed83185b.jpg,ark-_65665_m36465eaeb8d9b4dd89356813eed83185b.jpg,jpg,x258rn96,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/x258rn96.jpg,balistidae,sufflamen fraenatum
2398,ark-_65665_m3569c8414f6e64d95aa2404cd6f3f3fe1.jpg,ark-_65665_m3569c8414f6e64d95aa2404cd6f3f3fe1.jpg,jpg,nx30nm94,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/nx30nm94.jpg,pomacanthidae,centropyge loricula
2399,ark-_65665_m351bf17b51a5b4d83b551a7b49a8a7017.jpg,ark-_65665_m351bf17b51a5b4d83b551a7b49a8a7017.jpg,jpg,x5377d5k,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/x5377d5k.jpg,acanthuridae,acanthurus pyroferus
2400,CAS-SU01361-p_sp3_lg#0.jpg,CAS-SU01361-p_sp3_lg.jpg,jpg,ct941b9g,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/ct941b9g.jpg,cyprinidae,notropis percobromus
2401,B dario_BMNH_1870_11_30_47 (6) - lat-S.jpg,B dario_BMNH_1870_11_30_47 (6) - lat-S.jpg,jpg,hg999r1s,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/hg999r1s.jpg,cobitidae,botia dario
2402,ark-_65665_m36131ad5707d54735a98181564c2c0022.jpg,ark-_65665_m36131ad5707d54735a98181564c2c0022.jpg,jpg,tv395r4t,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/tv395r4t.jpg,gobiidae,fusigobius duospilus
2403,ark-_65665_m384087f24a5fc44b09120fbb2fe38a6f0.jpg,ark-_65665_m384087f24a5fc44b09120fbb2fe38a6f0.jpg,jpg,dq990m5n,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/dq990m5n.jpg,holocentridae,ostichthys japonicus
2404,ark-_65665_m36924fd74b56e45619e3934aa9fac9892#1.jpg,ark-_65665_m36924fd74b56e45619e3934aa9fac9892.jpg,jpg,1324nb1x,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/1324nb1x.jpg,pseudochromidae,pseudochromidae
2405,ark-_65665_m3848168e8fc3e45578b2d58832a5b2f73.jpg,ark-_65665_m3848168e8fc3e45578b2d58832a5b2f73.jpg,jpg,7p50pz29,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/7p50pz29.jpg,tetraodontidae,canthigaster compressa
2406,ark-_65665_m3577d7b55d751401f94bba7892190f5cd.jpg,ark-_65665_m3577d7b55d751401f94bba7892190f5cd.jpg,jpg,4438tp7v,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/4438tp7v.jpg,sparidae,diplodus noct
2407,ark-_65665_m3568114b1e3824d0b8b85b7c8e250d3cb.jpg,ark-_65665_m3568114b1e3824d0b8b85b7c8e250d3cb.jpg,jpg,jw70fj9z,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/jw70fj9z.jpg,gobiidae,amblygobius phalaena
2408,ark-_65665_m373cc27ba68114bf78317494032e00f86.jpg,ark-_65665_m373cc27ba68114bf78317494032e00f86.jpg,jpg,9182hx9f,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/9182hx9f.jpg,engraulidae,stolephorus waitei
2409,ark-_65665_m3263c26cee77c4fbcbe2717c427e29d4c.jpg,ark-_65665_m3263c26cee77c4fbcbe2717c427e29d4c.jpg,jpg,c780mg1m,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/c780mg1m.jpg,tripterygiidae,enneapterygius tutuilae
2410,ccf91660-a2cd-4bec-a107-61f2b2f717e7.jpg,ccf91660-a2cd-4bec-a107-61f2b2f717e7.jpg,jpg,ft17g89q,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/ft17g89q.jpg,cyprinidae,rasbora spilotaenia
2411,m3dac75cf8-851a-4f8c-84d9-f7a6cdce2455.jpg,m3dac75cf8-851a-4f8c-84d9-f7a6cdce2455.jpg,jpg,dt110p6s,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/dt110p6s.jpg,gobiidae,asterropteryx semipunctata
2412,ICH000249_00118405-large.jpg,ICH000249_00118405-large.jpg,jpg,z4806s1z,iDigBio,ypm,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/ypm/z4806s1z.jpg,labridae,bodianus rufus
2413,ark-_65665_m391a2f8776f4c46c49d83c33bd26152f2.jpg,ark-_65665_m391a2f8776f4c46c49d83c33bd26152f2.jpg,jpg,1878rx44,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/1878rx44.jpg,apogonidae,apogonichthys perdix
2414,ark-_65665_m3740e66cf78ee4f2c9d70e5bebe67c0f5.jpg,ark-_65665_m3740e66cf78ee4f2c9d70e5bebe67c0f5.jpg,jpg,v691b68g,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/v691b68g.jpg,serranidae,rabaulichthys stigmaticus
2415,BMNH_1939-3-23-60_02-S.jpg,BMNH_1939-3-23-60_02-S.jpg,jpg,th467g48,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/th467g48.jpg,kyphosidae,kyphosus vaigiensis
2416,IMG_7066-S#0.jpg,IMG_7066-S.jpg,jpg,tn99mj31,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/tn99mj31.jpg,cichlidae,copadichromis pleurostigmoides
2417,BMNH 1909.3.3.14 Barbus occidentalis b-S.jpg,BMNH 1909.3.3.14 Barbus occidentalis b-S.jpg,jpg,2q331g1f,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/2q331g1f.jpg,cyprinidae,barbus bynni
2418,m3d03cdcde-6788-403b-85e0-9533781d8439.jpg,m3d03cdcde-6788-403b-85e0-9533781d8439.jpg,jpg,js60z55g,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/js60z55g.jpg,gobiidae,trimma emeryi
2419,ark-_65665_m373b7d882d6a14712b883c07648977422.jpg,ark-_65665_m373b7d882d6a14712b883c07648977422.jpg,jpg,nx89ds1q,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/nx89ds1q.jpg,scorpaenidae,scorpaena cardinalis
2420,ark-_65665_m39154fcc7da3f4ff4935e17b23c0801fa.jpg,ark-_65665_m39154fcc7da3f4ff4935e17b23c0801fa.jpg,jpg,vm72k46t,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/vm72k46t.jpg,gobiidae,callogobius okinawae
2421,ark-_65665_m347dd6d4410684bb2b77d8553f5e45115.jpg,ark-_65665_m347dd6d4410684bb2b77d8553f5e45115.jpg,jpg,ds585105,iDigBio,usnm,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/ds585105.jpg,cyprinidae,rhinichthys cataractae
2422,ark-_65665_m351719275ce8d4b45ae24fd155243ef81.jpg,ark-_65665_m351719275ce8d4b45ae24fd155243ef81.jpg,jpg,tn02c90v,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/tn02c90v.jpg,gobiidae,vanderhorstia ambanoro
2423,m3b2579bdb-26ae-4921-96ca-5631b051a692.jpg,m3b2579bdb-26ae-4921-96ca-5631b051a692.jpg,jpg,mw254n2h,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/mw254n2h.jpg,chaetodontidae,chaetodon ornatissimus
2424,BMNH_1898-10-29-36-37_03-S.jpg,BMNH_1898-10-29-36-37_03-S.jpg,jpg,9d25vf6n,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/9d25vf6n.jpg,kyphosidae,kyphosus vaigiensis
2425,ark-_65665_m34005cc01677d43db9f4a9f968dd05aae.jpg,ark-_65665_m34005cc01677d43db9f4a9f968dd05aae.jpg,jpg,qj08md6d,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/qj08md6d.jpg,blenniidae,entomacrodus solus
2426,ark-_65665_m347f99907622e45aaad431c3124ffc52f.jpg,ark-_65665_m347f99907622e45aaad431c3124ffc52f.jpg,jpg,7k96cw20,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/7k96cw20.jpg,holocentridae,sargocentron diadema
2427,m3448323c1-feda-40e5-b212-3ffd8651d864.jpg,m3448323c1-feda-40e5-b212-3ffd8651d864.jpg,jpg,vn30kh4z,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/vn30kh4z.jpg,serranidae,epinephelus macrospilos
2428,ark-_65665_m399a3cb13221343e7ab3690b1529ca4ee.jpg,ark-_65665_m399a3cb13221343e7ab3690b1529ca4ee.jpg,jpg,0t98zq13,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/0t98zq13.jpg,pomacentridae,pomacentrus grammorhynchus
2429,ark-_65665_m31196459e11e647d6874d4c5474ebfc20.jpg,ark-_65665_m31196459e11e647d6874d4c5474ebfc20.jpg,jpg,v779fr27,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/v779fr27.jpg,sciaenidae,pennahia anea
2430,ark-_65665_m3826f3e399a9442d1952dfee01748311d.jpg,ark-_65665_m3826f3e399a9442d1952dfee01748311d.jpg,jpg,58632v7n,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/58632v7n.jpg,clupeidae,sardinella marquesensis
2431,ark-_65665_m340537e5544754e6fac8312b365a4c1f8.jpg,ark-_65665_m340537e5544754e6fac8312b365a4c1f8.jpg,jpg,c733zw4c,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/c733zw4c.jpg,cirrhitidae,amblycirrhitus unimacula
2432,m339a787e1-2da5-43f9-b10f-057c4c2b38e4.jpg,m339a787e1-2da5-43f9-b10f-057c4c2b38e4.jpg,jpg,1p10mv06,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/1p10mv06.jpg,gobiidae,eviota susanae
2433,BMNH_1935-9-10-13-15_01-S.jpg,BMNH_1935-9-10-13-15_01-S.jpg,jpg,ds56gr03,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/ds56gr03.jpg,kyphosidae,scorpis chilensis
2434,ark-_65665_m3205706706acb4ca49ab9807bd443aa58.jpg,ark-_65665_m3205706706acb4ca49ab9807bd443aa58.jpg,jpg,jp51d18d,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/jp51d18d.jpg,holocentridae,myripristis robusta
2435,ark-_65665_m3078ece0dc51d4b5baa25ac12cba85d90.jpg,ark-_65665_m3078ece0dc51d4b5baa25ac12cba85d90.jpg,jpg,f575t96v,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/f575t96v.jpg,synodontidae,synodus binotatus
2436,ark-_65665_m30742379dacbd4a93acb78fe8b7234209.jpg,ark-_65665_m30742379dacbd4a93acb78fe8b7234209.jpg,jpg,5205mz94,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/5205mz94.jpg,chaetodontidae,chaetodon citrinellus
2437,ark-_65665_m30515c27146d143dabb5963a55cba3738.jpg,ark-_65665_m30515c27146d143dabb5963a55cba3738.jpg,jpg,bw402h7v,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/bw402h7v.jpg,serranidae,cephalopholis urodeta
2438,ark-_65665_m3880d50f7e47241b2915f71c8712ca48a.jpg,ark-_65665_m3880d50f7e47241b2915f71c8712ca48a.jpg,jpg,hh992c6t,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/hh992c6t.jpg,gobiidae,amblyeleotris rubrimarginata
2439,BMNH 1902.12.13.303-304 Barbus oreas (small specimen) b-S.jpg,BMNH 1902.12.13.303-304 Barbus oreas (small specimen) b-S.jpg,jpg,dn88gx1b,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/dn88gx1b.jpg,cyprinidae,labeobarbus intermedius
2440,ark-_65665_m3331116765fd44a9c9988022b427c81c1.jpg,ark-_65665_m3331116765fd44a9c9988022b427c81c1.jpg,jpg,qn68xw1h,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/qn68xw1h.jpg,paralichthyidae,syacium micrurum
2441,ark-_65665_m31966541ea6a54afe8e5f65a13ba26262.jpg,ark-_65665_m31966541ea6a54afe8e5f65a13ba26262.jpg,jpg,pj01jq1f,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/pj01jq1f.jpg,callionymidae,neosynchiropus morrisoni
2442,ark-_65665_m31727f626c82f49819ea298ba402df7d8.jpg,ark-_65665_m31727f626c82f49819ea298ba402df7d8.jpg,jpg,1f91sc1b,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/1f91sc1b.jpg,serranidae,plectropomus leopardus
2443,ark-_65665_m399cdd498539f473f9a409abd2bcdac49.jpg,ark-_65665_m399cdd498539f473f9a409abd2bcdac49.jpg,jpg,0s06pm61,iDigBio,usnm,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/0s06pm61.jpg,cyprinidae,notropis chlora
2444,BMNH 1975.4.30.1 Barbus huloti a-S.jpg,BMNH 1975.4.30.1 Barbus huloti a-S.jpg,jpg,jd43044v,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/jd43044v.jpg,cyprinidae,labeobarbus huloti
2445,ark-_65665_m3591b779c35304189a3f17f32d4637d7c.jpg,ark-_65665_m3591b779c35304189a3f17f32d4637d7c.jpg,jpg,vb31j52k,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/vb31j52k.jpg,gobiidae,cryptocentrus caeruleopunctatus
2446,ark-_65665_m380e5b5c68f5e489b8354efbb6d481eb7.jpg,ark-_65665_m380e5b5c68f5e489b8354efbb6d481eb7.jpg,jpg,zc58vn64,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/zc58vn64.jpg,carangidae,parastromateus niger
2447,ark-_65665_m3214d1b735ad14d8b8ca065a924d35777.jpg,ark-_65665_m3214d1b735ad14d8b8ca065a924d35777.jpg,jpg,9x78p866,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/9x78p866.jpg,lutjanidae,lutjanus russellii
2448,ark-_65665_m359d21d8f0097454c88f772a052a6436b.jpg,ark-_65665_m359d21d8f0097454c88f772a052a6436b.jpg,jpg,vx06z90w,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/vx06z90w.jpg,pomacentridae,abudefduf bengalensis
2449,ark-_65665_m3632e14f78d2a454cb0db897ea8482cba.jpg,ark-_65665_m3632e14f78d2a454cb0db897ea8482cba.jpg,jpg,r473p99g,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/r473p99g.jpg,nemipteridae,scolopsis affinis
2450,ark-_65665_m350a47dabb945412bb86fdf5e4fbd66bb.jpg,ark-_65665_m350a47dabb945412bb86fdf5e4fbd66bb.jpg,jpg,qg67js4f,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/qg67js4f.jpg,pomacentridae,amphiprion bicinctus
2451,ark-_65665_m390c8e96c046b4e22a5f56f6ae4d13fc3.jpg,ark-_65665_m390c8e96c046b4e22a5f56f6ae4d13fc3.jpg,jpg,2g391p2v,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/2g391p2v.jpg,serranidae,epinephelus hexagonatus
2452,ark-_65665_m386522c987f3343a6b358ac18a0c589a9.jpg,ark-_65665_m386522c987f3343a6b358ac18a0c589a9.jpg,jpg,fq201p2v,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/fq201p2v.jpg,chaetodontidae,chaetodon lunula
2453,ark-_65665_m358c6dc499b134e27b86e3ac43d8989c5.jpg,ark-_65665_m358c6dc499b134e27b86e3ac43d8989c5.jpg,jpg,v057170j,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/v057170j.jpg,chaetodontidae,chaetodon citrinellus
2454,m30da046ea-32e4-4655-b77f-c635c5d439da.jpg,m30da046ea-32e4-4655-b77f-c635c5d439da.jpg,jpg,sx544422,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/sx544422.jpg,gobiidae,gobiodon quinquestrigatus
2455,MCZ49164_Schistura_robertsi_7_c_t.jpg,MCZ49164_Schistura_robertsi_7_c_t.jpg,jpg,nm05jk39,iDigBio,mcz,CC BY-NC-SA 3.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mcz/nm05jk39.jpg,nemacheilidae,schistura robertsi
2456,BMNH_1865-7-20-5-6_07-S.jpg,BMNH_1865-7-20-5-6_07-S.jpg,jpg,xx37w536,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/xx37w536.jpg,kyphosidae,kyphosus elegans
2457,m333763bb4-5c7d-4535-b082-89b08878d4f5.jpg,m333763bb4-5c7d-4535-b082-89b08878d4f5.jpg,jpg,1z12gv47,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/1z12gv47.jpg,chaetodontidae,chaetodon vagabundus
2458,ark-_65665_m342fd658db20f48879531cd1292699744#0.jpg,ark-_65665_m342fd658db20f48879531cd1292699744.jpg,jpg,tw35r625,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/tw35r625.jpg,blenniidae,blenniella gibbifrons
2459,ark-_65665_m342fd658db20f48879531cd1292699744#1.jpg,ark-_65665_m342fd658db20f48879531cd1292699744.jpg,jpg,tw35r625,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/tw35r625.jpg,blenniidae,blenniella gibbifrons
2460,m3b66684d8-58bc-4e65-ab06-0219119278ff.jpg,m3b66684d8-58bc-4e65-ab06-0219119278ff.jpg,jpg,kj78h131,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/kj78h131.jpg,labridae,thalassoma lutescens
2461,BMNH 1901.7.26.4-5 Barbus harterti (big specimen) a-S.jpg,BMNH 1901.7.26.4-5 Barbus harterti (big specimen) a-S.jpg,jpg,pv76x64h,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/pv76x64h.jpg,cyprinidae,carasobarbus harterti
2462,BMNH 1919.7.24.7 Barbus euchilus c-S.jpg,BMNH 1919.7.24.7 Barbus euchilus c-S.jpg,jpg,3b394680,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/3b394680.jpg,cyprinidae,labeobarbus caudovittatus
2463,BMNH 1919.7.24.7 Barbus euchilus b-S.jpg,BMNH 1919.7.24.7 Barbus euchilus b-S.jpg,jpg,td38ww0b,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/td38ww0b.jpg,cyprinidae,labeobarbus caudovittatus
2464,ark-_65665_m367b2aa2a6f9b40b490c526b854ea365e.jpg,ark-_65665_m367b2aa2a6f9b40b490c526b854ea365e.jpg,jpg,gk82c16s,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/gk82c16s.jpg,acanthuridae,ctenochaetus strigosus
2465,ark-_65665_m3341e814b384f4202a1d238302601a96a.jpg,ark-_65665_m3341e814b384f4202a1d238302601a96a.jpg,jpg,5v89147p,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/5v89147p.jpg,blenniidae,plagiotremus goslinei
